omega_a2,-0.00021,6.13e-05,0.000185,0.000104,0.00234,-3.14e-05,-5.17e-05,-0.000125,-0.0006,-0.000195,0.000163,-7.28e-06,9.51e-05,-5.71e-05,0.00553,1.69e-05,2.15e-05,-0.000153,-0.000295,2.98e-05,0.000106,-0.00031,-0.0024,0.00374
omega_a3,-0.00023,5.34e-05,-7.76e-05,6.75e-05,-7.09e-05,0.00027,1.52e-05,-0.000189,0.000265,-0.000158,0.000106,-3.95e-05,-8.54e-05,1.48e-05,1.69e-05,0.00392,-0.000148,-0.000119,-0.000578,-0.000322,-0.000322,0.000172,-0.00135,0.00239
omega_d,0.000215,-0.000176,-0.000134,-9.82e-05,-0.000153,7.54e-05,-0.000404,0.000154,-0.000194,0.000111,-0.00013,0.000104,-5.17e-05,4.37e-05,2.15e-05,-0.000148,0.00169,9.24e-05,-6.38e-05,0.000171,-0.000102,0.000926,-0.000171,-0.00209
omega_tau1,-4.73e-05,2.78e-06,-7.34e-05,0.000136,0.000188,8.7e-05,-3.21e-05,-4.27e-06,-0.000513,-2.47e-06,2.36e-05,3.19e-07,-2.13e-05,8.74e-05,-0.000153,-0.000119,9.24e-05,0.000371,0.00113,8.06e-05,-0.000381,-0.00038,0.000866,-0.000885
omega_tau2,-0.000838,0.0004,4.51e-05,0.000562,0.00136,-0.000365,0.00031,-0.000529,-0.00392,0.000439,0.000509,-0.000127,0.000181,7.68e-05,-0.000295,-0.000578,-6.38e-05,0.00113,0.0257,6.59e-05,-0.00194,-0.00281,-0.000873,0.00311
omega_tau3,0.000151,-0.000137,-0.000201,4.87e-06,0.000124,0.000122,-0.000143,0.000187,-0.000938,0.00111,-8.86e-05,6.72e-05,-8.77e-05,-8.1e-05,2.98e-05,-0.000322,0.000171,8.06e-05,6.59e-05,0.00203,0.000241,0.000111,0.000226,-0.00241
a1_,4.24e-05,-0.000205,-0.000543,-0.000165,-0.000437,-4.5e-05,-0.000285,0.000354,0.00114,-2.66e-05,-0.000208,6.97e-05,-4.83e-05,-4.27e-05,0.000106,-0.000322,-0.000102,-0.000381,-0.00194,0.000241,0.205,-0.017,0.00232,-0.0276
a2_,0.00101,-3.75e-06,0.000431,0.000444,-0.00041,-0.000287,0.000224,0.000929,0.000556,0.000936,-0.000511,0.000112,-0.00033,-9.15e-05,-0.00031,0.000172,0.000926,-0.00038,-0.00281,0.000111,-0.017,1.24,-0.149,0.0344
a3_,-0.00012,-0.000149,0.000155,-2.26e-05,-0.00409,-0.00257,-0.00128,0.000301,-0.00257,-0.00055,-0.000313,-0.000175,-0.000419,0.000141,-0.0024,-0.00135,-0.000171,0.000866,-0.000873,0.000226,0.00232,-0.149,1.35,-0.131
a4_,-0.00156,0.00149,0.00243,-0.000175,0.00479,0.000625,0.0037,-0.00306,0.00168,-0.000214,0.000843,-0.0007,0.000396,0.000177,0.00374,0.00239,-0.00209,-0.000885,0.00311,-0.00241,-0.0276,0.0344,-0.131,1.65
